Movie_ID,Title,Genres,Release_Year,Director,Cast,Keywords,Language,Runtime,Production_Company
MOV102863,Forest of Golden,"Horror, Drama",2016.0,Patty Jenkins,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","isolated village, coming of age, grief, ritual",Korean,167.0,A24
MOV101032,Last Beyond the Mirror,Romance,2012.0,Alfonso CuarÃ³n,"Dev Patel, Freida Pinto, Roshan Seth","first love, wedding",English,100.0,Netflix
MOV107973,The Burning Lantern 781,Sci-Fi,1986.0,Makoto Shinkai,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","artificial intelligence, parallel universe",English,112.0,Lyca Productions
MOV111065,The Blue Bridge 191,"Adventure, Crime",2019.0,Damien Chazelle,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","treasure hunt, wilderness, stolen evidence",Korean,166.0,A24
MOV118723,The Last Harbor 241,"Thriller, Mystery",2006.0,Jordan Peele,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","conspiracy, false identity, unsolved murder, forensic clue",English,102.0,Unknown
MOV114786,The Blue Frontier 702,"Comedy, Thriller",1990.0,Bong Joon Ho,"Saoirse Ronan, Andrew Scott, Jessie Buckley","conspiracy, cat and mouse, friendship, family",Tamil,128.0,20th Century Studios
MOV116986,The Borrowed Mirror 607,Romance,2012.0,Meghna Gulzar,Unknown,"first love, second chance",Japanese,80.0,Excel Entertainment
MOV108902,The Distant Moon 592,"Comedy, Sci-Fi",2018.0,Greta Gerwig,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","misunderstanding, parallel universe, space mission, awkward romance",English,95.0,Amazon MGM Studios
MOV114734,The Borrowed Promise 797,"Comedy, Drama",2025.0,Steven Spielberg,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","friendship, redemption, misunderstanding, coming of age",English,,Unknown
MOV110032,The Silent Forest 837,Drama,2025.0,Farhan Akhtar,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","class divide, betrayal",Hindi,141.0,Warner Bros. Pictures
MOV106613,The Autumn River 350,"Comedy, Thriller",2006.0,Christopher Nolan,"Saoirse Ronan, Andrew Scott, Jessie Buckley","missing person, family, blackmail, wedding",English,129.0,Yash Raj Films
MOV111647,The Burning Signal 306,"Crime, Comedy",1974.0,Pedro AlmodÃ³var,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","money laundering, family, misunderstanding",English,135.0,Paramount Pictures
MOV108880,The Borrowed Bridge 835,"Comedy, Drama",2024.0,Christopher Nolan,"Adam Driver, Scarlett Johansson, Oscar Isaac","awkward romance, ambition, grief",Spanish,109.0,Lionsgate
MOV110645,The Parallel Clock 905,"Action, Drama",2014.0,Denis Villeneuve,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","heist, redemption, identity, revenge",Telugu,105.0,Amazon MGM Studios
MOV113591,The Northern Harbor 772,Crime,2011.0,Christopher Nolan,"Vidya Balan, Shefali Shah, Rajesh Tailang","organized crime, money laundering",Tamil,112.0,20th Century Studios
MOV100196,A Frontier in Parallel,Drama,2020.0,ChloÃ© Zhao,"Rajinikanth, Fahadh Faasil, Ritika Singh","identity, ambition",Hindi,132.0,Warner Bros. Pictures
MOV114446,The Blue House 799,Sci-Fi,2020.0,Meghna Gulzar,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","parallel universe, time travel",Telugu,126.0,Red Chillies Entertainment
MOV108959,The Sacred Harbor 10,Drama,2014.0,Sanjay Leela Bhansali,"Song Kang-ho, Bae Doona, Park So-dam","coming of age, class divide",Hindi,115.0,Phantom Films
MOV102452,Sacred Archive,Comedy,2025.0,Steven Spielberg,"Song Kang-ho, Bae Doona, Park So-dam","friendship, family",Unknown,118.0,Paramount Pictures
MOV117625,The Electric Station 415,Sci-Fi,1989.0,Gauri Shinde,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","parallel universe, time travel",English,130.0,20th Century Studios
MOV107023,The Hidden Garden 175,Thriller,2011.0,Unknown,"Adam Driver, Scarlett Johansson, Oscar Isaac","missing person, false identity",Hindi,160.0,20th Century Studios
MOV100367,Endless Room,"Romance, Drama",2010.0,S. S. Rajamouli,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","heartbreak, identity, unexpected meeting, family secrets",Telugu,109.0,Mythri Movie Makers
MOV113994,The Golden Archive 669,Drama,2001.0,Damien Chazelle,"Suriya, Jyotika, Karthi","class divide, identity",Hindi,116.0,Paramount Pictures
MOV115284,The Falling Machine 225,Drama,2023.0,Bong Joon Ho,"Suriya, Jyotika, Karthi","ambition, family secrets",Korean,146.0,Warner Bros. Pictures
MOV115055,The Winter Season 973,Action,2016.0,Vetrimaaran,"Vidya Balan, Shefali Shah, Rajesh Tailang","revenge, undercover",Hindi,92.0,20th Century Studios
MOV110524,The Winter Clock 547,Drama,2013.0,Zoya Akhtar,"Chris Evans, Ana de Armas, Oscar Isaac","ambition, identity",English,98.0,Yash Raj Films
MOV104275,The Autumn Witness,"Comedy, Thriller",1989.0,Gauri Shinde,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil, Vijay","awkward romance, cat and mouse, workplace, conspiracy",Hindi,129.0,Lyca Productions
MOV113740,The Glass Harbor 997,"Thriller, Action",2012.0,ChloÃ© Zhao,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","heist, missing person, conspiracy, undercover",English,171.0,Geetha Arts
MOV101643,Between Crimson and Mirror,Thriller,2016.0,Nagraj Manjule,"Saoirse Ronan, Andrew Scott, Jessie Buckley","surveillance, blackmail",Telugu,173.0,Mythri Movie Makers
MOV118996,The Endless Witness 24,Drama,1985.0,Christopher Nolan,"Rajinikanth, Fahadh Faasil, Ritika Singh, PenÃ©lope Cruz","coming of age, family secrets",Tamil,111.0,Studio Ghibli
MOV107964,The Autumn Archive 473,"Comedy, Action",1991.0,S. S. Rajamouli,"Suriya, Jyotika, Karthi","chase, wedding, warzone",Hindi,133.0,Hombale Films
MOV103257,A Mirror in Glass,Drama,2014.0,Rajkumar Hirani,"Aamir Khan, Richa Chadda, Vijay Raaz","grief, family secrets",English,148.0,Netflix
MOV104204,Horizon of Fading,Thriller,2020.0,Meghna Gulzar,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","blackmail, surveillance",Bengali,98.0,Warner Bros. Pictures
MOV101833,Clock of Endless,"Animation, Action",2018.0,ChloÃ© Zhao,"Dhanush, Sai Pallavi, Prakash Raj","family, undercover, inventor",Hindi,142.0,Sun Pictures
MOV119371,The Fading Season 52,"Thriller, Romance",2000.0,ChloÃ© Zhao,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","cat and mouse, surveillance, unexpected meeting, long distance",English,128.0,Mythri Movie Makers
MOV111798,The Silver Mirror 443,"Drama, Crime",2014.0,Steven Spielberg,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","money laundering, detective, grief, class divide",Tamil,120.0,Netflix
MOV115375,The Borrowed Garden 937,Adventure,2018.0,Greta Gerwig,"Tony Leung, Tang Wei, Andy Lau","wilderness, survival",Hindi,123.0,Excel Entertainment
MOV102903,A Archive in Secret,Action,1992.0,Rajkumar Hirani,"Triptii Dimri, Rajkummar Rao, Vijay Varma, Daniel Kaluuya","undercover, rescue",English,155.0,Red Chillies Entertainment
MOV116976,The Burning River 858,Sci-Fi,2004.0,Steven Spielberg,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","android, climate collapse",Korean,107.0,Universal Pictures
MOV101331,Falling Beyond the City,Drama,1982.0,Christopher Nolan,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","class divide, family secrets",Hindi,97.0,Universal Pictures
MOV100707,Restless Beyond the Signal,"Thriller, Adventure",2007.0,Farhan Akhtar,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","missing person, cat and mouse, expedition",English,131.0,Yash Raj Films
MOV112847,The Sacred Room 98,"Horror, Thriller",2004.0,Steven Spielberg,"Dev Patel, Freida Pinto, Roshan Seth","nightmare, ritual, missing person, false identity",Japanese,130.0,Phantom Films
MOV104128,Distant at Forest,"Crime, Comedy",2016.0,Hayao Miyazaki,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","wedding, gang rivalry, friendship, organized crime",Hindi,116.0,Phantom Films
MOV110454,The Parallel Sky 85,"Comedy, Crime",2015.0,Meghna Gulzar,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen, Rajinikanth","awkward romance, gang rivalry, corruption, wedding",Punjabi,119.0,Paramount Pictures
MOV107796,The Parallel Clock 753,"Drama, Action, Comedy",1997.0,Rian Johnson,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","wedding, betrayal, awkward romance",English,201.0,Dharma Productions
MOV114011,The Silent Valley 508,"Horror, Sci-Fi, Comedy, Romance",2010.0,Christopher Nolan,"Tom Hanks, Emily Blunt, John Boyega","road trip, parallel universe, haunted house, family",Malayalam,199.0,DreamWorks Animation
MOV109479,The Sacred Signal 70,"Drama, Comedy",2023.0,CÃ©line Sciamma,"Triptii Dimri, Rajkummar Rao, Vijay Varma, Vidya Balan","identity, wedding, ambition, awkward romance",Hindi,103.0,Dharma Productions
MOV104860,Hidden Beyond the Letter,Romance,2005.0,James Wan,"Vidya Balan, Shefali Shah, Rajesh Tailang","second chance, heartbreak",English,147.0,20th Century Studios
MOV109434,The Silent Shadow 780,Drama,2014.0,Karthik Subbaraj,"Tony Leung, Tang Wei, Andy Lau","identity, betrayal",Tamil,119.0,Sun Pictures
MOV102213,Broken City,Comedy,1981.0,Steven Spielberg,"Sanya Malhotra, Vikrant Massey, Vijay Raaz, Song Kang-ho","road trip, wedding",English,106.0,CJ ENM
MOV115298,The Electric Harbor 907,Drama,1980.0,Greta Gerwig,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","grief, class divide",Korean,158.0,Geetha Arts
MOV107194,The Burning Station 43,"Comedy, Romance",2004.0,Wes Anderson,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","wedding, family, heartbreak",Malayalam,191.0,Studio Ghibli
MOV109296,The Restless Horizon 539,Sci-Fi,2023.0,Christopher Nolan,"Tony Leung, Tang Wei, Andy Lau","time travel, artificial intelligence",English,153.0,Red Chillies Entertainment
MOV114848,The Broken Road 9,Horror,2020.0,Christopher Nolan,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","urban legend, nightmare",Telugu,127.0,Netflix
MOV101628,Season of Velvet,Mystery,2004.0,Patty Jenkins,"Mammootty, Nimisha Sajayan, Roshan Mathew","forensic clue, cryptic letter",English,106.0,Dharma Productions
MOV103854,Autumn at Frontier,Action,2024.0,Rian Johnson,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","rescue, assassination",French,138.0,Lionsgate
MOV117531,The Autumn Mirror 104,Crime,2002.0,Mira Nair,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","corruption, organized crime",Marathi,131.0,Dharma Productions
MOV117712,The Broken Machine 174,"Comedy, Action, Drama",1995.0,S. S. Rajamouli,"Adam Driver, Scarlett Johansson, Oscar Isaac","road trip, redemption, mercenary",Telugu,104.0,Lyca Productions
MOV119804,The Electric Machine 406,Thriller,2017.0,Farhan Akhtar,"Adam Driver, Scarlett Johansson, Oscar Isaac","false identity, conspiracy",English,158.0,Sony Pictures
MOV102045,A Station in Secret,"Thriller, Mystery",2014.0,Lijo Jose Pellissery,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","conspiracy, cat and mouse, unsolved murder, forensic clue",English,98.0,Paramount Pictures
MOV102671,Paper Beyond the Voyage,"Thriller, Sci-Fi",1990.0,Christopher Nolan,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","false identity, cat and mouse, climate collapse, artificial intelligence",Tamil,108.0,Lyca Productions
MOV113537,The Electric Witness 243,"Thriller, Action",1999.0,Makoto Shinkai,"Tony Leung, Tang Wei, Andy Lau","blackmail, heist, revenge, cat and mouse",English,197.0,Paramount Pictures
MOV109446,The Burning Valley 241,Fantasy,2012.0,Denis Villeneuve,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil, Cillian Murphy","sorcery, ancient prophecy",English,134.0,Netflix
MOV112616,The Electric Horizon 535,"Comedy, Drama, Sci-Fi",1987.0,Steven Spielberg,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","coming of age, road trip, workplace, android",Tamil,112.0,Lionsgate
MOV105648,The Golden Machine,"Drama, Adventure",2003.0,Alfonso CuarÃ³n,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","redemption, wilderness, family secrets, survival",English,133.0,Lionsgate
MOV109179,The Winter City 76,Action,2011.0,Jordan Peele,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","assassination, undercover",Tamil,194.0,Amazon MGM Studios
MOV113782,The Parallel Story 665,Drama,1977.0,S. S. Rajamouli,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","identity, class divide",English,88.0,Dharma Productions
MOV118372,The Falling Archive 315,"Thriller, Action",2009.0,Rajkumar Hirani,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","false identity, mercenary, assassination, surveillance",English,139.0,Yash Raj Films
MOV119441,The Glass Season 75,Mystery,2017.0,Greta Gerwig,"Mammootty, Nimisha Sajayan, Roshan Mathew","vanished witness, forensic clue",Telugu,136.0,Amazon MGM Studios
MOV114764,The Winter Letter 193,"Mystery, Action, Thriller",2002.0,Meghna Gulzar,"Suriya, Jyotika, Karthi","espionage, vanished witness, blackmail, chase",English,116.0,A24
MOV105728,Last Beyond the Voyage,"Action, Thriller",2016.0,Hayao Miyazaki,"Rajinikanth, Fahadh Faasil, Ritika Singh","rescue, false identity, blackmail, mercenary",English,149.0,Dharma Productions
MOV100282,The Autumn House,"Crime, Action",2021.0,Patty Jenkins,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","rescue, corruption, assassination",English,154.0,Yash Raj Films
MOV117010,The Forgotten River 465,"Action, Thriller, Drama",2014.0,Meghna Gulzar,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","chase, family secrets, grief, undercover, cat and mouse, false identity",English,,Phantom Films
MOV111466,The Borrowed Story 905,Drama,2010.0,Rajkumar Hirani,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","grief, ambition",Japanese,146.0,Sony Pictures
MOV115450,The Secret Letter 271,Sci-Fi,1988.0,James Wan,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","android, climate collapse",English,119.0,Sun Pictures
MOV112535,The Distant Letter 876,Thriller,1989.0,Karthik Subbaraj,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","conspiracy, false identity",Malayalam,131.0,Universal Pictures
MOV116133,The Northern Harbor 841,Sci-Fi,2024.0,Denis Villeneuve,"Aamir Khan, Richa Chadda, Vijay Raaz","android, time travel",Malayalam,167.0,A24
MOV111040,The Parallel Room 360,Action,1993.0,Aparna Sen,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","revenge, warzone",English,125.0,Warner Bros. Pictures
MOV100183,Under the Clock,"Mystery, Sci-Fi, Drama, Thriller",2017.0,Jordan Peele,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","ambition, vanished witness, cryptic letter, blackmail",Hindi,148.0,Paramount Pictures
MOV117513,The Neon Shadow 53,Drama,2000.0,Christopher Nolan,"Dhanush, Sai Pallavi, Prakash Raj, Nawazuddin Siddiqui","family secrets, identity",English,181.0,Mythri Movie Makers
MOV116672,The Neon Station 62,Romance,2019.0,Christopher Nolan,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","heartbreak, unexpected meeting",Korean,111.0,Amazon MGM Studios
MOV107137,The Velvet Clock 839,Thriller,1984.0,S. S. Rajamouli,"Song Kang-ho, Bae Doona, Park So-dam","blackmail, missing person",English,121.0,20th Century Studios
MOV102224,Borrowed Beyond the River,Thriller,1995.0,Unknown,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","blackmail, surveillance",Japanese,110.0,Universal Pictures
MOV104616,Crimson at Sky,Comedy,2012.0,Steven Spielberg,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","awkward romance, workplace",Japanese,121.0,Yash Raj Films
MOV112491,The Crimson Frontier 539,Adventure,2022.0,S. S. Rajamouli,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","wilderness, ancient map",Hindi,126.0,A24
MOV108113,The Silent Bridge 411,Comedy,2017.0,ChloÃ© Zhao,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield, Chris Evans","wedding, road trip",Telugu,120.0,Warner Bros. Pictures
MOV109513,The Silver Garden 166,"Action, Thriller",2016.0,Bong Joon Ho,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","missing person, false identity, warzone",Tamil,147.0,Sun Pictures
MOV111335,The Electric Letter 259,Sci-Fi,2019.0,Denis Villeneuve,"Tom Hanks, Emily Blunt, John Boyega","space mission, artificial intelligence",English,80.0,Warner Bros. Pictures
MOV101702,Velvet at Road,"Mystery, Drama",1990.0,Greta Gerwig,"Tom Hanks, Emily Blunt, John Boyega","unsolved murder, cryptic letter, class divide, coming of age",English,120.0,20th Century Studios
MOV106413,The Sacred Story 292,Unknown,2023.0,Christopher Nolan,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","artificial intelligence, climate collapse, identity",English,153.0,Universal Pictures
MOV107008,The Silent Frontier 206,"Thriller, Action",2014.0,David Fincher,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","false identity, assassination, missing person, mercenary",Tamil,112.0,Phantom Films
MOV117409,The Borrowed Machine 614,Action,2022.0,Rajkumar Hirani,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","revenge, assassination",English,113.0,Dharma Productions
MOV103055,Between Restless and Garden,"Horror, Drama",2013.0,Nagraj Manjule,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","urban legend, possession, family secrets, redemption",English,90.0,Dharma Productions
MOV110061,The Forgotten Kingdom 242,"Drama, Action",1998.0,Christopher Nolan,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","grief, ambition, espionage",English,133.0,Lionsgate
MOV112648,The Northern Room 860,Horror,2012.0,S. S. Rajamouli,"Dhanush, Sai Pallavi, Prakash Raj","urban legend, possession",Telugu,144.0,Lionsgate
MOV102919,Between Distant and Mirror,Comedy,2012.0,Denis Villeneuve,"Mammootty, Nimisha Sajayan, Roshan Mathew","friendship, misunderstanding",Malayalam,119.0,A24
MOV106781,The Northern Station 941,"Action, Romance",2016.0,S. S. Rajamouli,"Saoirse Ronan, Andrew Scott, Jessie Buckley","long distance, assassination, second chance, undercover",English,107.0,Dharma Productions
MOV100352,Blue City,"Action, Crime",2016.0,Steven Spielberg,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","detective, heist, money laundering, rescue",English,180.0,Sony Pictures
MOV102406,Falling Letter,Drama,2020.0,Wes Anderson,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","identity, coming of age",English,128.0,20th Century Studios
MOV103691,The Last Archive,"Comedy, Drama",2006.0,Greta Gerwig,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","road trip, ambition, family",Bengali,165.0,Warner Bros. Pictures
MOV115654,The Winter Moon 682,"Comedy, Crime",2022.0,Rian Johnson,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","misunderstanding, gang rivalry, friendship, organized crime",English,98.0,A24
MOV118995,The Burning Lantern 10,Comedy,2008.0,Denis Villeneuve,"Adam Driver, Scarlett Johansson, Oscar Isaac","workplace, road trip",Hindi,98.0,Sony Pictures
MOV115239,The Hidden Valley 503,"Adventure, Sci-Fi",2006.0,Patty Jenkins,"Adam Driver, Scarlett Johansson, Oscar Isaac","expedition, treasure hunt, climate collapse",Bengali,108.0,Netflix
MOV102550,A Promise in Borrowed,"Thriller, Action",2023.0,ChloÃ© Zhao,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","cat and mouse, heist, revenge",English,104.0,Lionsgate
